image_name,class,texture_blk_feat_0,texture_blk_feat_1,texture_blk_feat_2,texture_blk_feat_3,texture_blk_feat_4,texture_blk_feat_5,texture_blk_feat_6,texture_blk_feat_7,texture_blk_feat_8,texture_blk_feat_9,texture_blk_feat_10,texture_blk_feat_11,texture_blk_feat_12,texture_blk_feat_13,texture_blk_feat_14,texture_blk_feat_15,texture_blk_feat_16,texture_blk_feat_17,texture_blk_feat_18,texture_blk_feat_19,texture_blk_feat_20,texture_blk_feat_21,texture_blk_feat_22,texture_blk_feat_23,texture_blk_feat_24,texture_blk_feat_25,texture_blk_feat_26,texture_blk_feat_27,texture_blk_feat_28,texture_blk_feat_29,texture_blk_feat_30,texture_blk_feat_31
image_5490,OP2U1,153.96867,176.597,172.99414,154.50589,144.50142,208.50522,205.53006,149.9191,158.96605,178.85272,149.44266,131.5644,140.85538,117.72842,109.09208,133.5744,20.466307,25.100805,20.244873,17.90994,34.37239,31.62705,25.960672,20.70549,21.871216,34.348415,17.060623,21.186367,21.402317,29.419369,28.76915,25.359137
image_5491,OP2U1,139.54016,161.00433,154.31697,137.7195,143.80392,180.63751,167.6367,131.4884,121.86157,143.0184,149.5013,136.75323,124.84253,117.45537,120.06099,121.19841,15.317728,16.622093,19.477797,12.248758,18.043106,15.473749,20.450964,19.559801,13.50758,7.359197,18.049564,12.576727,11.972898,15.118515,18.294859,12.25241
image_5492,OP2U1,130.81943,163.25143,153.08826,113.33656,149.57565,190.61304,169.52356,123.63199,113.50288,144.19823,149.5886,137.43602,100.88611,113.97186,113.166504,104.83246,43.584854,30.144787,23.672508,52.991997,21.714046,18.002579,27.220516,34.33924,30.047113,8.996329,19.75858,15.431194,47.258423,16.651512,26.766499,34.74583
image_5493,OP2U1,122.0741,141.55228,145.13715,121.817024,119.83964,172.24315,175.53764,115.61582,103.81682,121.30341,149.04437,127.70688,104.86511,85.77443,93.08484,110.79929,15.352926,19.881432,24.17819,18.105154,17.850752,24.521418,27.84046,29.586573,17.171906,16.103893,30.513498,20.454739,19.978058,22.686375,23.685936,17.023863
image_5494,OP2U1,137.56866,157.19717,165.32071,139.83556,130.16342,173.21268,188.57547,144.85852,136.4512,151.65923,143.91476,118.86776,118.15832,116.612335,113.49654,122.34448,14.425077,23.058022,19.822674,18.253159,23.232275,24.26619,18.4194,21.518122,14.790787,21.161331,8.714959,16.051271,14.600081,21.723707,18.060532,14.139231
image_5495,OP2U1,139.54295,164.76617,156.72514,137.0015,144.30756,188.22018,172.56946,129.73001,118.22941,143.34906,151.21541,135.78717,121.60845,112.88937,115.96902,117.51756,18.134264,19.905663,23.17085,14.513151,21.484226,18.497942,24.45767,23.142319,15.994358,8.564726,21.374672,14.907456,13.927815,17.833374,21.760305,14.504181
image_5496,OP2U1,121.05365,144.6318,140.97212,121.783005,115.13493,174.98465,171.85907,119.31067,127.2087,148.53885,120.74088,103.14693,110.29371,92.69542,85.15375,104.24603,18.03315,24.572771,19.688408,15.295031,29.643158,27.984304,24.55896,17.952232,20.266653,30.633123,16.157053,17.10507,16.82013,23.689175,22.675518,19.9959
image_5497,OP2U1,137.56866,157.19717,165.32071,139.83556,130.16342,173.21268,188.57547,144.85852,136.4512,151.65923,143.91476,118.86776,118.15832,116.612335,113.49654,122.34448,14.425077,23.058022,19.822674,18.253159,23.232275,24.26619,18.4194,21.518122,14.790787,21.161331,8.714959,16.051271,14.600081,21.723707,18.060532,14.139231
image_5498,OP2U1,104.94295,113.295654,114.05327,100.76698,137.41704,149.68294,144.20493,113.38965,123.54532,169.48712,190.66434,149.57526,113.495415,153.1921,163.21938,130.69806,34.49138,26.779043,16.402151,47.38128,15.4990425,19.76521,9.021463,30.282799,34.347973,27.151619,17.97275,21.674557,52.83188,23.779385,30.176958,43.753242
image_5499,OP2U1,88.82685,105.08026,99.96272,87.53667,92.05304,120.062706,110.09378,82.64787,75.378815,91.41338,96.31801,86.549194,77.602615,71.912415,73.96491,74.836006,11.678728,12.751583,14.797933,9.175282,13.726743,11.813692,15.70947,14.772651,10.107177,5.550856,13.625554,9.492534,9.098034,11.456849,13.840334,9.405937
image_5500,IP3,93.37608,127.12048,146.24872,101.82817,120.57152,205.59317,203.58421,104.63063,142.76047,209.32697,191.90833,58.230812,83.43903,133.74548,93.346825,66.648384,5.9187627,37.70062,37.889168,21.939255,40.669376,10.604178,11.888543,44.142807,50.971664,4.708385,30.18242,26.149582,44.59438,71.945526,70.69538,8.9303255
image_5501,IP3,106.87836,135.85635,132.20348,98.95352,109.64729,196.35437,193.84496,127.18526,130.35345,205.51004,201.2911,119.39452,102.40509,144.43451,114.04419,62.13399,18.569927,30.028948,29.241337,17.105381,30.042538,19.490181,8.829528,54.131283,41.33926,3.2150066,6.2142625,58.9134,28.14597,55.49033,70.816956,27.00706
image_5502,IP3,93.62741,129.38837,125.898445,79.344604,95.91116,184.66522,191.80348,118.930115,77.5155,194.49504,194.98193,126.025116,56.31437,117.82567,128.97716,74.69056,29.683538,37.25423,43.972572,15.345625,43.335377,20.080431,7.6882787,51.66786,47.583096,10.391279,6.26827,53.116966,16.973198,69.479706,64.03348,40.33561
image_5503,IP3,112.775375,143.6575,155.31567,110.57644,107.97001,201.92697,197.48932,135.09555,96.56506,195.83028,195.96432,146.80685,89.415985,126.506134,143.5252,99.95564,22.514082,35.29213,39.37772,15.863057,40.85329,14.291198,12.104903,40.047184,35.309383,9.090262,15.631784,62.108746,8.818893,62.157784,60.22652,35.737606
image_5504,IP3,86.20235,113.593506,139.94122,89.95669,88.209045,158.62598,170.89954,140.8972,109.6713,182.09103,184.6832,137.49709,97.081635,145.70471,151.6342,98.10859,29.364222,42.552742,44.890385,50.16885,26.638842,20.37007,14.557689,48.229237,40.566174,6.8414583,5.9928813,41.55202,44.413048,29.674007,43.92705,35.27268
image_5505,IP3,109.697876,162.05148,168.30219,113.179184,130.45514,226.79797,236.3842,151.08257,123.663864,235.12271,234.97241,135.13115,101.377106,153.3828,128.33122,55.845383,19.432222,45.797836,49.506805,24.190569,35.4495,25.83609,6.3975034,60.79962,45.977753,8.481539,7.844607,75.50426,26.399445,70.717964,89.792114,34.08013
image_5506,IP3,114.637024,160.11395,149.21222,114.03297,142.53003,184.12784,174.44577,110.75159,138.79051,172.90541,161.94699,107.712494,91.31995,121.29406,125.71712,100.1455,27.905085,32.575596,32.35243,22.603725,40.871716,6.9248753,20.451128,29.982565,50.32747,7.566004,14.243022,19.781956,30.543474,40.462906,36.872257,13.399923
image_5507,IP3,117.48876,160.04321,144.79224,112.80386,152.75568,205.69235,188.68892,96.88032,139.33765,200.11816,173.90617,96.80931,96.902115,137.37857,132.11478,90.874794,36.992214,37.95624,32.930756,25.631153,49.640087,6.9921255,18.013493,37.862293,45.636116,6.041103,22.12805,32.45075,34.220272,53.875244,49.844624,22.273285
image_5508,IP3,122.5055,164.90883,146.13187,105.5828,127.637344,196.33667,195.4014,123.22978,95.14242,194.23544,196.18259,150.77592,96.42395,129.52336,156.10498,104.393524,21.20851,30.929623,37.684643,8.538697,36.172615,10.938099,10.366308,38.961567,31.861652,12.277345,8.861114,45.790134,6.861492,62.46965,65.19584,50.651016
image_5509,IP3,106.379585,144.7404,149.81296,108.06778,138.62076,209.17383,207.51349,96.18101,126.624794,200.33664,201.3105,71.62749,92.25522,134.0271,112.44148,60.798958,15.662909,35.6553,36.27012,21.604197,40.436455,7.7501836,12.579076,45.64658,42.718094,18.768614,17.22161,32.105453,21.406382,60.2269,71.71853,14.120995
image_5510,IP3,168.09412,207.54688,193.56895,152.46999,215.65442,251.63986,242.62958,151.86667,193.93225,244.8288,249.08287,182.15666,135.16382,187.07498,177.47765,119.70393,36.830116,37.985493,35.006077,24.568987,48.86452,7.1849613,21.995123,61.99903,58.942028,11.266228,7.2946415,63.470978,32.21487,69.82877,74.39748,60.60254
image_5511,IP3,110.227295,144.50859,137.22667,120.020584,138.96297,191.23128,177.35104,107.972855,108.26033,177.62566,146.28902,110.0251,79.58118,111.62775,106.8,106.93857,22.965912,45.149563,36.00589,16.267332,47.65624,9.133649,28.466496,20.468533,46.297848,10.052046,32.525406,12.524005,14.1452,45.875145,29.12022,6.7761736
image_5512,IP3,93.50766,128.89388,125.48956,79.15443,95.581665,184.16177,191.42705,118.55708,77.22229,194.18178,194.60667,125.62483,56.02584,117.49444,128.63937,74.29637,29.361145,37.041733,43.728413,14.944539,43.121666,20.08753,7.746999,51.467678,47.38556,10.549323,6.4346995,52.9938,16.677553,69.390625,63.971565,40.279266
image_5513,IP3,99.396774,147.0321,152.58807,102.6646,118.45592,205.38156,214.08035,136.99762,112.22202,213.11105,212.96515,122.55736,92.24705,139.1358,116.55927,50.906887,17.715641,41.61215,44.892582,21.949461,32.066906,23.310799,5.811142,54.96284,41.645283,7.738798,7.2293386,68.172035,23.926672,64.01821,81.139305,30.862726
image_5514,IP3,114.51279,151.43036,150.26031,108.80687,102.98796,177.0441,171.06113,121.32637,91.767075,165.94496,165.49367,119.87663,96.58625,112.73432,134.62358,91.92854,19.630194,34.547646,37.13998,20.880886,35.00383,8.867763,5.9271817,33.355183,20.339054,20.034172,11.269061,28.593,8.564351,40.24038,44.050514,27.84661
image_5515,IP3,101.41843,141.7533,146.79703,108.86244,135.10678,200.28488,195.3342,91.36511,142.59775,203.4274,197.94379,71.839386,90.52393,126.74466,106.52032,63.33839,13.281873,39.310974,37.581017,26.430004,36.48931,6.5209746,16.21105,45.700127,47.233665,12.41408,12.15806,37.863102,37.98529,66.99024,72.151054,15.035644
image_5516,IP3,116.82735,163.08893,157.08301,116.8834,157.56502,192.97238,189.53346,101.62045,147.54922,194.5826,180.45416,94.49478,98.375854,138.62296,132.2907,89.25052,30.479181,39.8202,34.766796,30.679455,49.165287,12.215303,13.895774,45.855564,49.529953,21.926601,13.253226,36.624462,33.5408,48.800903,57.129517,16.272615
image_5517,IP3,118.59157,168.7522,160.48257,117.33233,154.08502,207.94266,197.26717,101.4537,144.2782,199.84604,197.74442,103.53697,96.86376,147.28363,138.34734,97.86069,33.946255,38.702694,37.940918,25.426813,49.827995,4.756348,18.741684,35.916534,46.809177,7.5940385,13.043968,29.84624,32.10217,56.126785,54.027668,20.68585
image_5518,IP3,116.53171,170.02533,165.39671,111.76166,156.81131,207.35101,199.66501,107.470314,154.41995,206.0603,198.62811,93.696304,104.59542,158.36029,135.05376,87.992455,30.339891,37.927296,39.16697,26.616745,43.504166,3.4573145,9.28532,41.914078,47.254887,5.23091,11.86057,30.086359,33.940357,49.961414,56.31019,11.370031
image_5519,IP3,107.5514,151.64755,148.24939,112.62795,135.71999,184.72885,182.35828,120.27428,148.30042,168.96584,158.27234,88.133194,103.33115,137.84784,110.510185,98.32886,11.028846,37.328316,30.654905,22.852825,41.68523,6.0001884,6.6019783,35.695404,39.217354,14.25092,23.532187,26.372751,38.215652,44.649452,36.234707,8.909439
image_5520,IP3,119.53479,158.71744,136.93065,103.80853,163.94514,203.42862,191.69437,90.824524,150.38788,200.96075,194.24916,99.025154,91.10768,144.63707,129.72366,77.9706,29.012669,33.971294,32.092194,17.859493,48.142067,9.453159,27.369795,38.671425,46.081882,12.551455,13.473418,41.145813,35.0103,66.04195,59.25421,33.688095
image_5521,IP3,123.012985,174.40247,175.77283,115.93232,125.556046,212.52489,218.64784,162.57161,96.07691,207.60735,215.72511,158.07343,93.61485,129.8845,159.7462,104.470215,28.923323,41.747646,47.771637,24.422192,53.284767,8.154538,6.4330497,49.866253,40.355167,9.028227,6.1496105,47.002014,11.513051,64.71868,65.77279,44.839527
image_5522,IP3,108.69147,130.79971,144.42783,113.501755,123.91221,185.34813,187.74751,124.7282,135.35443,188.90161,179.00055,82.18819,111.16432,133.46555,77.82452,53.83145,14.356947,28.338778,35.509716,31.693857,29.918455,14.072574,3.6672425,54.590996,36.60185,12.022741,18.977465,59.49342,33.70015,55.146637,62.168934,15.957327
image_5523,IP3,119.4413,159.77957,168.00777,114.01,100.85986,200.23694,213.54002,149.72871,90.856544,189.70975,210.33759,145.23611,99.31074,117.35089,143.8488,100.82419,19.990547,37.04894,38.880512,20.921518,34.999348,17.801249,12.724006,44.69229,17.912811,34.14378,9.051799,41.295967,9.053685,54.195343,61.198303,39.95329
image_5524,IP3,111.34561,162.8898,160.51898,111.85305,149.43079,204.64801,196.00307,107.43762,153.53653,205.72961,193.79044,91.87459,106.131546,154.80484,139.30998,87.031876,25.321218,41.081722,39.513264,26.977167,50.98054,5.0596147,16.497932,38.943005,46.74079,3.3789241,13.636385,26.391705,37.374123,53.835155,54.097588,12.064119
image_5525,IP3,115.48387,157.77194,164.18105,118.300156,113.99474,200.76256,209.885,161.25192,123.389404,197.3617,211.02254,151.59317,101.955795,146.16681,151.88562,86.04275,14.998128,32.44175,36.590073,27.924782,34.294662,14.299299,4.624951,52.828514,36.88248,19.125122,5.9363112,62.505116,26.70901,63.20286,68.18167,42.57729
image_5526,IP3,141.38562,206.00027,201.6179,141.49518,189.16158,253.31424,245.79364,137.55205,195.68405,254.06464,243.92458,118.27502,136.5236,197.74374,178.77612,112.00961,32.07566,51.1715,46.971985,32.109306,62.52107,2.5768452,19.037521,48.258198,58.13946,0.9631969,14.61692,33.29543,47.743237,67.84822,68.7486,14.810043
image_5527,IP3,108.94275,140.3743,143.28207,103.97149,110.9807,173.7444,174.21564,118.34506,110.36102,172.6817,161.92795,109.794205,91.70765,132.1317,122.381424,78.14453,17.220488,33.1345,33.11443,19.529943,34.050083,15.565257,9.496704,48.15697,30.956562,16.494423,12.692503,48.100616,12.960617,45.20909,53.118675,26.117756
image_5528,IP3,110.47826,130.24097,142.43214,114.73577,124.19493,179.47862,181.46127,124.720276,134.3221,182.59485,173.52603,86.57393,112.462845,132.45673,82.60895,61.21409,12.81041,25.351519,31.8645,28.443907,26.898691,12.648664,3.350328,48.9543,32.844765,10.62083,16.911274,53.385044,30.115765,49.61042,55.72352,14.343127
image_5529,IP3,118.60829,165.7269,155.32483,124.661606,156.80856,202.14545,193.95926,126.93921,127.44089,189.76471,175.83139,127.89664,75.906494,101.1098,125.58681,101.35216,28.90084,36.19341,28.846262,20.259281,50.60907,3.5758178,5.3638096,34.51363,56.931145,18.902493,11.873554,38.089092,19.424746,45.097614,44.634323,25.22524
image_5530,IP3,104.517914,152.36642,160.32837,105.04619,99.935425,197.88116,202.00203,145.40784,79.38722,193.54184,203.49248,156.93289,76.83232,133.08536,151.27068,101.84495,22.30098,40.381744,42.61364,24.911093,44.08741,9.279033,4.8035846,46.401188,31.08341,11.415204,4.5150027,46.812496,11.542533,65.30888,63.144054,44.12443
image_5531,IP3,90.865204,139.75949,144.61282,79.168915,108.10826,200.21425,199.12038,136.95743,93.18005,192.46683,208.27148,159.74774,95.28074,157.35841,166.47864,113.86057,37.832176,58.518894,54.8356,44.556446,33.440613,10.646883,7.889623,55.375362,37.76097,27.68493,4.526608,48.865093,47.426678,37.626606,43.89133,49.418602
image_5532,IP3,56.51723,82.48425,86.74552,56.8565,53.887783,107.339264,109.50892,78.66809,42.64537,105.11204,110.41246,85.04767,41.39193,71.991264,82.047356,54.91886,12.120812,22.02838,23.278753,13.568346,23.956507,5.10525,2.589446,25.299992,16.886147,6.3140497,2.4297628,25.511145,6.2841988,35.584057,34.408905,24.124691
image_5533,IP3,119.978806,159.30249,137.35797,104.02783,164.4957,203.71973,192.03735,91.23166,150.98732,201.52948,194.75774,99.629166,91.546875,145.12904,130.17699,78.052345,29.158264,33.988983,32.177074,17.948902,48.02631,9.347268,27.30414,38.72212,45.960423,12.707176,13.615675,41.18841,35.116096,66.348465,59.409622,33.950535
image_5534,IP3,116.11465,153.23788,155.98438,105.27642,109.09395,176.9853,176.18298,129.37643,99.542175,173.4909,179.08849,142.15521,93.367065,132.40828,139.35658,108.46336,25.019972,27.693556,33.858246,25.20691,35.77655,14.051144,7.098501,34.60963,32.33821,9.043863,5.9451723,38.33877,16.105232,38.596478,37.410934,29.50587
image_5535,IP3,93.41309,128.9032,125.49037,79.00134,95.558426,184.2338,191.25336,118.437416,77.076035,194.1716,194.46841,125.40114,55.613365,117.51011,128.53204,74.00506,29.418623,37.06742,43.73676,14.996218,43.171284,19.943985,7.896299,51.661415,47.531082,10.551324,6.559549,53.1359,16.683817,69.286446,63.79826,40.299088
image_5536,IP3,113.89184,150.66113,149.53659,108.24744,102.499435,176.26582,170.28395,120.6909,91.302185,165.34781,164.68521,119.59477,96.078705,112.166046,133.89627,91.51715,19.628086,34.479,37.02099,20.72384,34.990356,8.891072,5.901878,33.253727,20.164923,20.099514,11.152332,28.501348,8.601919,39.99961,43.917118,27.710472
image_5537,IP3,115.935684,166.71307,171.90427,122.922844,159.50726,219.24867,223.02191,123.52698,167.5534,207.56316,195.64499,80.81722,113.24325,151.64417,112.28807,92.43086,16.419552,43.169155,35.19903,23.456732,41.704067,6.492706,15.82731,52.82859,44.126003,17.02518,50.028667,25.027327,40.891987,56.033928,56.534935,9.547144
image_5538,IP3,100.06798,136.35037,131.77733,90.55199,102.32669,214.0101,211.58893,126.28748,129.68344,226.14671,221.2926,116.38472,94.923416,148.16196,111.80849,45.385017,22.60519,38.71615,37.29722,20.649868,37.994373,24.915627,11.072202,68.880714,52.865883,3.5597503,7.4092813,74.75381,35.18537,71.46606,87.4351,32.562412
image_5539,IP3,122.71763,164.54794,131.27835,85.79431,181.49078,216.32452,206.655,107.42643,129.19852,206.8558,212.09805,165.94543,87.19219,127.94014,155.02443,106.44444,50.308216,47.76861,39.14217,37.600227,45.728184,1.8991673,41.21758,57.37257,53.31612,12.456022,5.32849,54.576298,37.702477,48.8372,63.2114,68.381966
image_5540,IP3,132.11816,169.1792,138.07927,103.889465,174.90996,216.10635,208.63936,110.45604,132.43326,207.80208,211.9885,155.95526,103.53443,133.0994,160.91064,111.74025,35.235897,39.335007,41.37279,11.331827,48.6687,1.7994258,38.4455,50.78187,45.04316,11.01829,5.3640747,58.228333,9.294326,52.52642,59.106796,59.052326
image_5541,IP3,66.65639,91.001144,82.17005,63.91023,86.82355,117.076546,107.455574,54.869286,79.17733,114.13942,98.9294,54.89737,54.8509,78.066315,75.04828,51.43828,21.080276,21.616909,18.83169,14.638628,28.396687,4.013058,10.282112,21.716454,26.160982,3.629972,12.664801,18.450146,19.498878,30.85319,28.449926,12.698282
image_5542,IP3,128.73917,160.3974,148.35674,115.98825,167.36389,202.92606,191.36438,115.034256,149.38367,195.06598,199.39151,138.80042,102.24568,143.8776,135.19997,89.3804,29.182623,31.756142,28.554504,18.722088,40.494095,9.750068,19.398077,49.267628,48.19006,15.564785,12.736966,50.33619,26.741201,56.021786,57.75146,45.785362
image_5543,IP3,122.91928,156.14383,161.20264,125.17282,121.7024,189.9235,197.46896,158.90778,129.23494,187.54105,198.30417,151.27844,112.199776,147.00505,151.54324,99.34733,11.824872,25.470976,28.833498,21.954994,27.06909,11.364352,4.1310396,41.715607,29.19914,15.315005,4.8917317,49.292187,21.053555,49.90421,53.78188,33.70244
image_5544,IP3,92.52995,129.74619,134.77518,87.98089,93.255905,200.13428,202.21815,128.3117,110.78914,199.85315,198.15103,98.457436,81.814804,126.81136,99.25164,58.915565,14.15949,37.300213,42.977848,19.950102,38.524216,17.11585,8.74764,53.914062,48.763817,8.435023,11.043414,55.08099,35.38131,62.683754,68.14937,14.090904
image_5545,IP3,90.58518,159.8031,160.69792,107.12124,141.58209,204.51538,199.37149,114.45538,158.55583,205.95427,190.46114,84.627716,100.75214,152.869,128.77432,74.26794,44.731617,41.828846,45.584476,43.761356,59.276253,5.0564413,8.497046,41.122482,44.91256,3.1331503,18.808807,29.862968,50.995647,57.38181,54.581852,33.784588
image_5546,IP3,116.04834,158.12328,164.61166,118.79199,114.493484,200.91002,210.34341,161.5498,124.11243,197.79735,211.35574,151.95442,102.59728,146.54642,152.36224,86.268005,14.957649,32.466797,36.465225,27.917791,34.24152,14.382276,4.91737,52.751274,36.797676,19.33502,6.1079273,62.419827,26.793314,63.145744,68.03981,42.682945
image_5547,IP3,129.86261,165.33232,172.40692,120.16354,125.65456,202.7972,209.04211,153.92776,133.9957,215.04688,206.54874,131.0899,118.176956,171.32834,150.43896,88.8271,21.529247,30.837078,38.7718,34.039936,25.204659,14.535913,4.8147984,55.937622,36.943233,6.496549,8.556693,54.02265,24.615807,44.05734,60.640636,30.840525
image_5548,IP3,113.919235,166.44606,157.38486,95.29464,159.75255,208.28186,192.4923,93.086296,137.04747,199.14633,200.30782,108.13255,79.20344,144.53506,139.69879,90.85728,49.51186,43.837406,37.51307,47.67219,48.82455,4.6068296,27.813692,37.865818,55.20464,7.9053655,10.7661,33.439697,44.49208,54.97865,58.52507,37.71172
image_5549,IP3,91.40787,127.422775,132.38452,92.63878,100.91771,192.7071,192.136,130.43256,136.6994,202.09697,192.70651,113.39104,81.71533,129.83691,111.85659,72.21988,17.631777,38.679733,38.51881,20.361282,47.09054,22.419107,8.70805,41.961872,55.86609,5.4804997,8.977364,44.063522,54.73226,76.16803,65.50533,15.132412
image_5550,OU7,96.60356,97.83216,135.93585,102.276276,92.8639,153.08679,179.6441,148.13898,130.83359,183.76175,204.92508,150.21237,109.260254,176.60237,158.01025,105.79471,33.120182,38.437542,35.07793,47.903065,25.137274,14.608455,9.771464,45.1417,42.547176,18.97981,9.906902,39.754883,50.995148,39.85852,53.474194,36.180363
image_5551,OU7,166.40501,198.56296,216.74852,179.01245,194.88516,236.36401,231.30206,197.28557,204.0865,227.05682,209.56985,136.12866,169.48639,182.83382,141.93018,154.6269,12.592476,37.711906,34.80687,34.255547,33.341286,4.318443,6.653986,43.319515,34.99141,2.171543,23.66407,37.995693,33.428402,49.017365,46.10833,16.485144
image_5552,OU7,111.25224,149.98721,156.00986,105.013336,132.20177,202.91495,205.91939,141.7445,103.645966,175.75824,181.89407,139.60403,97.85989,127.12462,129.85883,102.316574,31.14577,42.705112,44.922333,23.341263,39.53621,16.987997,14.709758,42.812103,31.867378,9.3767,11.37729,36.851696,18.882608,29.402239,28.198343,23.86115
image_5553,OU7,129.43845,153.93292,148.47394,127.10793,141.78004,184.38376,177.68375,116.79068,131.5792,156.13785,162.98361,126.266,111.37091,98.49173,108.22767,118.87455,11.928914,23.600235,17.810398,10.454727,24.037094,19.557074,19.960732,30.151941,19.454033,18.36923,19.624233,16.24785,17.3272,30.28551,29.001272,15.151311
image_5554,OU7,112.09269,124.33204,127.65792,109.961655,104.65431,170.19669,136.55157,89.009796,90.77045,93.937164,119.275604,90.753265,99.2863,60.513725,55.116264,95.640945,10.371141,43.882362,39.015884,11.2220955,19.255106,30.21511,46.958603,27.158205,19.332758,51.149624,53.6379,17.76679,15.76613,19.138145,15.142333,16.421741
image_5555,OU7,117.13472,156.7758,176.45993,128.51208,147.8407,204.39522,185.97516,141.0346,154.25742,177.52081,150.38914,94.751495,119.94392,129.76707,99.00302,108.165054,9.784727,46.794693,41.673058,29.815422,38.703724,9.857509,18.843868,33.472073,34.11842,9.666713,19.297323,26.890898,26.072681,36.505875,32.409943,12.22005
image_5556,OU7,117.586205,102.224144,101.959656,113.7009,106.42323,148.01347,171.84799,92.07349,108.64809,128.97374,90.893135,68.266846,108.539734,55.00643,43.43342,85.30004,15.940621,30.228464,22.616608,13.26967,27.143576,56.464092,53.48903,18.919338,14.708552,47.867176,48.83027,20.413816,16.359755,10.627111,8.538901,24.438257
image_5557,OU7,133.2321,157.95383,135.38748,123.86604,157.11302,184.25133,169.49124,106.71659,145.68802,158.10971,146.74817,115.948105,120.57208,118.21113,101.558914,109.58893,23.859459,27.446875,18.168097,15.105397,35.986004,15.616168,19.167664,27.743366,28.023886,9.328553,13.115626,18.884325,17.635992,31.36979,27.57608,19.88979
image_5558,OU7,85.736404,44.115685,55.68287,108.87912,68.75188,91.38151,129.43515,109.10755,92.73356,172.32645,148.51271,106.89332,114.05453,102.617325,102.60228,117.823616,24.695898,8.653375,10.755976,16.19239,20.460638,48.71226,47.71464,14.626623,18.783846,53.426697,56.145573,27.157574,13.248748,22.569084,30.064587,16.027847
image_5559,OU7,108.13673,96.99086,103.99243,96.23068,106.09209,151.10669,166.93433,84.19014,106.15268,132.47571,90.91557,66.92558,95.40765,62.52214,41.899887,70.08741,38.056366,31.921629,20.422928,41.43718,29.52908,56.853695,55.016285,25.915237,25.324755,47.519886,48.33901,19.322886,40.444412,14.546793,9.194019,32.684082
image_5560,OU7,150.19456,130.17282,130.30609,145.495,136.19788,177.5882,201.7648,118.14641,139.3211,159.71944,115.200676,87.93271,139.23274,71.035034,56.01316,109.89101,19.547602,37.155655,27.648603,16.60064,33.91977,58.280838,52.143803,23.575518,18.560207,53.93223,59.564552,26.429323,20.532415,13.633233,11.054825,31.56991
image_5561,OU7,116.129364,156.44061,162.47339,109.46444,137.95605,211.40598,214.63898,147.67984,108.11636,183.16809,189.51955,145.6956,102.21953,132.66693,135.57901,106.78037,32.499695,44.295124,46.911552,24.51766,41.25448,17.639034,15.337718,44.723534,33.27265,9.771367,11.956176,38.26869,19.627258,30.755737,29.388737,24.885513
image_5562,OU7,128.8178,145.34651,149.5812,130.78378,120.895386,167.88467,172.84692,140.12549,127.961205,156.53607,151.25816,132.26651,122.39062,114.343506,106.93674,116.68809,8.110689,13.664233,18.032223,9.079044,23.198584,15.313498,15.086369,18.501331,12.542253,15.15103,14.2373905,14.957994,11.601486,22.401882,23.373777,13.311257
image_5563,OU7,113.34183,118.71008,115.320145,108.24169,91.15079,182.46838,157.4804,100.04774,110.601204,151.74374,101.08798,91.69987,111.97737,79.07875,65.02259,96.58133,15.066901,20.748493,11.751098,5.368793,25.969336,53.739403,43.865677,12.716299,11.826159,43.317722,42.63021,14.0994835,6.181239,17.229574,14.749484,15.57288
image_5564,OU7,115.87193,123.669815,101.33823,106.54557,101.58481,172.06073,151.16963,100.10457,102.71728,140.99944,164.0718,102.771355,106.87465,66.206154,59.811726,96.51268,14.211549,24.756062,30.604696,15.630724,24.338789,46.090343,56.101936,19.977388,25.013605,49.386124,38.49772,21.265371,16.356047,27.998426,19.405167,18.94308
image_5565,OU7,108.641525,99.52864,130.20944,120.243286,95.44786,150.70465,177.88416,154.70366,141.47314,186.46936,204.67221,148.33331,128.95271,177.02664,157.26114,117.44809,12.287904,32.377728,36.35942,26.178213,26.84393,19.319347,9.633443,34.06506,33.289917,19.038008,9.820923,38.63849,29.78365,41.584045,46.77537,9.819288
image_5566,OU7,84.67653,92.368645,99.041534,92.1174,73.88286,106.25139,78.976944,73.597115,75.920135,74.73064,66.058624,57.890083,87.94723,68.54547,43.706657,56.60845,12.021449,18.65432,28.955763,13.941704,16.149002,35.188484,38.50816,23.096306,11.43564,13.199143,27.095575,18.568586,6.738766,14.49309,7.1331873,21.65481
image_5567,OU7,113.641365,119.2534,115.85214,108.80578,91.63349,182.90665,158.10742,100.52962,111.06083,152.29347,101.48496,92.25628,112.54348,79.67633,65.62048,97.07769,15.068282,20.685797,11.799222,5.428,25.904716,53.76668,43.85915,12.783583,11.817379,43.306095,42.71331,14.241228,6.2748876,17.301125,14.823779,15.476399
image_5568,OU7,145.64874,155.75601,129.10318,134.45343,129.837,206.9605,184.20097,127.40657,130.7941,177.73984,203.56741,130.94516,134.3121,87.08005,79.87584,122.943985,16.611586,28.033327,35.94205,17.370628,28.306067,45.622746,59.446518,23.010696,29.7629,58.900936,42.187183,25.204624,18.313168,32.849617,23.005236,21.45391
image_5569,OU7,98.057556,92.73068,108.4519,108.33005,83.77379,114.64786,124.44423,97.380325,83.171364,108.54503,90.58066,90.933044,92.995544,89.56615,85.63743,96.084274,9.002269,22.651382,27.454744,23.825327,16.649551,49.506836,46.766914,26.608728,14.064948,25.302914,22.19631,9.693955,10.823313,20.27018,16.937922,7.08981
